url;txt;prix;surface;cp;type;pieces;chambres;date_vente;status
https://encheres-immo.com/annonce/maison-individuelle-terrain-constructible-rang-du-fliers-62180-66;Maison individuelle + Terrain constructible 250 000 € Débute le 15/05/2026 à 19:30 Rang du fliers - 62180 7 pièces 4 chambres;250000.0;;62180;Maison;7.0;4.0;15/05/2026;future
https://encheres-immo.com/annonce/appartement-1-piece-pantin-pantin-93500-1753;Appartement 1 pièce Pantin 68 000 € Débute le 16/05/2026 à 08:00 Pantin - 93500 1 pièce;68000.0;;93500;Appartement;;;16/05/2026;future
https://encheres-immo.com/annonce/maison-avec-dependance-a-nogent-sur-marne-nogent-sur-marne-94130-1399;Maison avec dépendance à Nogent sur Marne 850 000 € Débute le 16/05/2026 à 08:00 Nogent-sur-Marne - 94130 7 pièces 5 chambres;850000.0;;94130;Maison;7.0;5.0;16/05/2026;future
https://encheres-immo.com/annonce/propriete-de-charme-avec-vue-imprenable-sur-les-vignes-garage-jardin-proche-epernay-oeuilly-51480-570;Propriété de charme avec vue imprenable sur les vignes, garage, jardin, proche Epernay 299 000 € Débute le 16/05/2026 à 11:00 OEUILLY - 51480 10 pièces 5 chambres;299000.0;;51480;Autre;10.0;5.0;16/05/2026;future
https://encheres-immo.com/annonce/proche-centre-ville-accessible-a-pied-maison-avec-jardin-moissac-82200-3773;Proche centre-ville accessible à pied, maison avec jardin 149 000 € Débute le 16/05/2026 à 12:00 MOISSAC - 82200 7 pièces 4 chambres;149000.0;;82200;Maison;7.0;4.0;16/05/2026;future
https://encheres-immo.com/annonce/ensemble-immobilier-maison-grange-a-amenager-eragny-sur-epte-60590-55;Ensemble immobilier : Maison + Grange à aménager 269 000 € Débute le 16/05/2026 à 12:00 ERAGNY SUR EPTE - 60590 7 pièces 4 chambres;269000.0;;60590;Maison;7.0;4.0;16/05/2026;future
https://encheres-immo.com/annonce/lere-centre-ville-maison-a-colombage-avec-3-chambres-lere-18240-801;LERE, centre ville, maison à colombage avec 3 chambres. 60 000 € Débute le 16/05/2026 à 19:00 LERE - 18240 4 pièces 3 chambres;60000.0;;18240;Maison;4.0;3.0;16/05/2026;future
https://encheres-immo.com/annonce/maison-de-caractere-avec-dependances-genouilly-71460-371;MAISON DE CARACTÈRE AVEC DÉPENDANCES 75 000 € Débute le 16/05/2026 à 19:00 GENOUILLY - 71460 6 pièces;75000.0;;71460;Maison;6.0;;16/05/2026;future
https://encheres-immo.com/annonce/maison-familiale-6-pieces-%E2%80%93-4-chambres-%E2%80%93-jardin-%E2%80%93-emplacement-ideal-proche-commodites-lieusaint-77127-1575;Maison familiale 6 pièces – 4 chambres – Jardin – Emplacement idéal proche commodités 200 000 € Débute le 17/05/2026 à 18:00 Lieusaint - 77127 6 pièces 4 chambres;200000.0;;77127;Maison;6.0;4.0;17/05/2026;future
https://encheres-immo.com/annonce/ancien-corps-de-ferme-avec-dependances-a-vendre-secteur-sille-le-philippe-72460-sille-le-philippe-72460-45;ANCIEN CORPS DE FERME AVEC DEPENDANCES A VENDRE SECTEUR SILLE LE PHILIPPE 72460 93 000 € Débute le 18/05/2026 à 20:30 Sillé-le-Philippe - 72460 3 pièces;;;72460;Autre;3.0;;18/05/2026;future
https://encheres-immo.com/annonce/appartement-67-66-m2-3-pieces-doussard-74210-3784;Appartement - 67,66 m² - 3 pièces 315 000 € Débute le 19/05/2026 à 19:00 DOUSSARD - 74210 3 pièces 2 chambres;315000.0;66.0;74210;Appartement;3.0;2.0;19/05/2026;future
https://encheres-immo.com/annonce/appartement-54-79-m2-t2-bis-lyon-8-monplaisir-rue-villon-lyon-69008-4417;Appartement 54,79 m2 T2 bis Lyon 8 Monplaisir rue Villon 195 000 € Débute le 19/05/2026 à 19:15 Lyon - 69008 2 pièces 1 chambre;195000.0;;69008;Appartement;2.0;1.0;19/05/2026;future
https://encheres-immo.com/annonce/maison-en-pierre-de-127m2-environ-dependances-garage-55m2-sur-parcelle-adjacente-bazoches-les-hautes-28140-575;Maison en pierre de 127m² environ, dépendances garage 55m² sur parcelle adjacente 120 000 € Débute le 19/05/2026 à 19:30 bazoches les hautes - 28140 5 pièces 3 chambres;120000.0;127.0;28140;Maison;5.0;3.0;19/05/2026;future
https://encheres-immo.com/annonce/beau-potentiel-monts-sur-guesne-86420-1953;BEAU POTENTIEL 60 000 € Débute le 19/05/2026 à 19:45 Monts-sur-Guesne - 86420 3 pièces;60000.0;;86420;Autre;3.0;;19/05/2026;future
https://encheres-immo.com/annonce/corps-de-ferme-avec-dependances-bouzonville-aux-bois-45300-4805;CORPS DE FERME avec dépendances 160 000 € Débute le 19/05/2026 à 20:00 Bouzonville aux bois - 45300 6 pièces 4 chambres;160000.0;;45300;Autre;6.0;4.0;19/05/2026;future
https://encheres-immo.com/annonce/3-pieces-72-m2-%C2%B7-l-hay-les-roses-94240-%C2%B7-quartier-blondeaux-l-hay-les-roses-94240-1958;3 Pièces, 72 m² · L'Hay-les-Roses 94240 · Quartier Blondeaux 279 000 € Débute le 20/05/2026 à 18:00 L'Haÿ-les-Roses - 94240 3 pièces 2 chambres;279000.0;72.0;94240;Autre;3.0;2.0;20/05/2026;future
https://encheres-immo.com/annonce/maison-5-pieces-4-chambres-morangis-91420-2437;Maison *5 pièces* *4 chambres* 259 000 € Débute le 21/05/2026 à 12:00 Morangis - 91420 5 pièces 4 chambres;259000.0;;91420;Maison;5.0;4.0;21/05/2026;future
https://encheres-immo.com/annonce/a-vendre-maison-a-renover-avec-fort-potentiel-saint-germainmont-08190-3004;À VENDRE MAISON À RÉNOVER AVEC FORT POTENTIEL 35 000 € Débute le 21/05/2026 à 18:00 SAINT GERMAINMONT - 08190 4 pièces 2 chambres;35000.0;;8190;Maison;4.0;2.0;21/05/2026;future
https://encheres-immo.com/annonce/maison-avec-petit-jardin-lamarche-88320-3965;Maison avec petit jardin 31 000 € Débute le 21/05/2026 à 18:00 LAMARCHE - 88320 4 pièces 3 chambres;31000.0;;88320;Maison;4.0;3.0;21/05/2026;future
https://encheres-immo.com/annonce/chateau-du-xiiieme-siecle-en-coeur-de-village-viviers-les-montagnes-81290-4781;Château du XIIIème siècle en coeur de village 298 000 € Débute le 21/05/2026 à 19:30 SAIX - 81710 12 pièces 3 chambres;298000.0;;81710;Villa;12.0;3.0;21/05/2026;future
https://encheres-immo.com/annonce/elegante-maison-renovee-avec-potentiel-professionnel-castres-81100-1620;Elégante maison rénovée avec potentiel professionnel 250 000 € Débute le 21/05/2026 à 19:30 CASTRES - 81100 5 pièces 3 chambres;250000.0;;81100;Maison;5.0;3.0;21/05/2026;future
https://encheres-immo.com/annonce/villa-d-exception-avec-revenus-locatifs-vente-interactive-appietto-20167-4602;PROCHE AJACCIO VILLA AVEC REVENUS LOCATIFS - VENTE INTERACTIVE 640 000 € Débute le 21/05/2026 à 19:30 Appietto - 20167 8 pièces 6 chambres;640000.0;;20167;Villa;8.0;6.0;21/05/2026;future
https://encheres-immo.com/annonce/maison-bourg-de-cenon-sur-vienne-cenon-sur-vienne-86530-4557;MAISON BOURG DE CENON SUR VIENNE 55 000 € Débute le 21/05/2026 à 19:45 CENON SUR VIENNE - 86530 3 pièces 2 chambres;55000.0;;86530;Maison;3.0;2.0;21/05/2026;future
https://encheres-immo.com/annonce/t4-rez-de-jardin-mery-mery-73420-254;T4 - REZ-DE-JARDIN - MERY 285 000 € Débute le 22/05/2026 à 18:45 MERY - 73420 4 pièces 3 chambres;285000.0;;73420;Appartement;4.0;3.0;22/05/2026;future
https://encheres-immo.com/annonce/entrepot-bureaux-dissay-86130-3335;ENTREPOT / BUREAUX 280 000 € Débute le 22/05/2026 à 19:45 Dissay - 86130;280000.0;;86130;Autre;;;22/05/2026;future
https://encheres-immo.com/annonce/a-vendre-maison-4-chambres-jardin-et-garage-avize-51190-1221;A vendre maison 4 chambres, jardin et garage 220 000 € Débute le 23/05/2026 à 10:00 AVIZE - 51190 6 pièces 4 chambres;220000.0;;51190;Maison;6.0;4.0;23/05/2026;future
https://encheres-immo.com/annonce/l-ecrin-de-falicon-une-parenthese-enchantee-entre-mer-et-montagnes-falicon-06950-3062;L'Écrin de Falicon : Une Parenthèse Enchantée entre Mer et Montagnes 1 090 000 € Débute le 23/05/2026 à 11:00 FALICON - 06950 10 pièces 6 chambres;1090000.0;;6950;Autre;10.0;6.0;23/05/2026;future
https://encheres-immo.com/annonce/maison-de-360m2-comprenant-3-appartements-triel-sur-seine-78510-4962;Maison de 360m² comprenant 3 appartements 800 000 € Débute le 23/05/2026 à 14:00 Triel sur Seine - 78510 16 pièces 10 chambres;800000.0;360.0;78510;Appartement;16.0;10.0;23/05/2026;future
https://encheres-immo.com/annonce/a-8mn-de-sancerre-ancienne-ferme-de-232-m2-entierement-renovee-veaugues-18300-1286;A 8mn de Sancerre, ancienne ferme de 232 m² entièrement rénovée. 340 000 € Débute le 23/05/2026 à 19:00 VEAUGUES - 18300 9 pièces 4 chambres;340000.0;232.0;18300;Autre;9.0;4.0;23/05/2026;future
https://encheres-immo.com/annonce/belle-maison-a-belesta-lauragais-belesta-en-lauragais-31540-4522;Belle maison à Belesta Lauragais 249 000 € Débute le 24/05/2026 à 18:00 BELESTA EN LAURAGAIS - 31540 5 pièces 4 chambres;249000.0;;31540;Maison;5.0;4.0;24/05/2026;future
https://encheres-immo.com/annonce/maison-recente-2018-126-m2-4-chambres-terrain-530-m2-sammeron-77260-77260-3;Maison récente 2018 126 m² 4 chambres Terrain 530 m² 279 000 € Débute le 24/05/2026 à 19:00 Sammeron (77260) - 77260 5 pièces 4 chambres;279000.0;126.0;77260;Maison;5.0;4.0;24/05/2026;future
https://encheres-immo.com/annonce/maison-vieux-talant-entierement-renovee-talant-21240-2254;VIEUX TALANT Maison entièrement rénovée 395 000 € Débute le 24/05/2026 à 20:00 TALANT - 21240 6 pièces 5 chambres;395000.0;;21240;Maison;6.0;5.0;24/05/2026;future
https://encheres-immo.com/annonce/56-plouharnel-maison-de-caractere-avec-jardin-privatif-et-3-stationnements-plouharnel-56340-14;(56) PLOUHARNEL Maison de caractère avec jardin privatif et 3 stationnements 320 000 € Débute le 26/05/2026 à 09:00 Plouharnel - 56340 4 pièces 3 chambres;320000.0;;56340;Maison;4.0;3.0;26/05/2026;future
https://encheres-immo.com/annonce/maison-180-m2-avec-jardin-et-terrasse-l-union-31240-2352;MAISON 180 M2 AVEC jardin et terrasse 385 000 € Débute le 26/05/2026 à 19:00 L'UNION - 31240 4 pièces 3 chambres;385000.0;;31240;Maison;4.0;3.0;26/05/2026;future
https://encheres-immo.com/annonce/centre-ville-pleumartin-pleumartin-86450-690;CENTRE VILLE PLEUMARTIN 70 000 € Débute le 26/05/2026 à 19:45 Pleumartin - 86450 4 pièces 3 chambres;70000.0;;86450;Autre;4.0;3.0;26/05/2026;future
https://encheres-immo.com/annonce/maison-hyper-centre-andernos-les-bains-andernos-les-bains-33510-2271;Maison Hyper-centre Andernos-les-bains 650 000 € Débute le 27/05/2026 à 19:30 Andernos-les-bains - 33510 7 pièces 6 chambres;650000.0;;33510;Maison;7.0;6.0;27/05/2026;future
https://encheres-immo.com/annonce/belle-maison-a-saint-agne-31-toulouse-31400-3435;Belle maison à Saint-Agne (31) 685 000 € Débute le 28/05/2026 à 18:00 Toulouse - 31400 7 pièces 4 chambres;685000.0;;31400;Maison;7.0;4.0;28/05/2026;future
https://encheres-immo.com/annonce/ensemble-immobilier-a-fort-potentiel-%E2%80%93-vente-interactive-assis-sur-serre-02270-4283;Ensemble immobilier de 3 lots à fort potentiel – Vente interactive 65 000 € Débute le 28/05/2026 à 18:00 assis sur serre - 02270 5 pièces 3 chambres;65000.0;;2270;Autre;5.0;3.0;28/05/2026;future
https://encheres-immo.com/annonce/grasse-st-jacques-ste-anne-%E2%80%93-maison-de-charme-avec-dependance-et-piscine-a-debordement-%E2%80%93-grasse-06130-2177;Grasse St Jacques - Ste Anne – Maison de charme avec dépendance et piscine à débordement – 690 000 € Débute le 28/05/2026 à 19:00 Grasse - 06130 6 pièces 4 chambres;690000.0;;6130;Maison;6.0;4.0;28/05/2026;future
https://encheres-immo.com/annonce/appartement-4-pieces-de-63-20-m2-dernier-etage-3-chambres-et-cave-champigny-sur-marne-94500-378;Appartement 4 pièces de 63,20 m², dernier étage, 3 chambres et cave 150 000 € Débute le 28/05/2026 à 19:00 CHAMPIGNY SUR MARNE - 94500 4 pièces 3 chambres;150000.0;20.0;94500;Appartement;4.0;3.0;28/05/2026;future
https://encheres-immo.com/annonce/batisse-a-renover-vimines-73160-3321;Bâtisse à rénover ! 275 000 € Débute le 28/05/2026 à 19:00 VIMINES - 73160 5 pièces 4 chambres;275000.0;;73160;Autre;5.0;4.0;28/05/2026;future
https://encheres-immo.com/annonce/maison-de-village-au-centre-avec-cave-auriol-13007-4426;Maison de village au centre avec cave 210 000 € Débute le 28/05/2026 à 19:30 auriol - 13007 3 pièces 2 chambres;210000.0;;13007;Maison;3.0;2.0;28/05/2026;future
https://encheres-immo.com/annonce/propriete-avec-piscine-au-coeur-de-la-ville-du-havre-le-havre-76600-1535;Maison Bougeoise Avec Piscine au cœur de la Ville du HAVRE 1 254 000 € Débute le 28/05/2026 à 19:30 LE HAVRE - 76600 13 pièces 8 chambres;1254000.0;;76600;Maison;13.0;8.0;28/05/2026;future
https://encheres-immo.com/annonce/maison-de-ville-74-m2-tourcoing-tourcoing-59200-2223;Maison de ville 74 m2 Tourcoing 99 000 € Débute le 28/05/2026 à 19:30 TOURCOING - 59200 4 pièces 3 chambres;99000.0;;59200;Maison;4.0;3.0;28/05/2026;future
https://encheres-immo.com/annonce/ideal-investisseur-chatellerault-86100-2635;IDEAL INVESTISSEUR 88 000 € Débute le 28/05/2026 à 19:45 CHATELLERAULT - 86100 4 pièces 2 chambres;88000.0;;86100;Autre;4.0;2.0;28/05/2026;future
https://encheres-immo.com/annonce/maison-grange-amenageable-pressac-86460-4440;MAISON + GRANGE AMENAGEABLE 80 000 € Débute le 28/05/2026 à 19:45 Pressac - 86460 6 pièces 6 chambres;80000.0;;86460;Maison;6.0;6.0;28/05/2026;future
https://encheres-immo.com/annonce/propriete-avec-dependance-et-potentiel-d-accueil-en-pleine-nature-realmont-81120-3655;Propriété avec dépendance et potentiel d'accueil en pleine nature 345 000 € Débute le 29/05/2026 à 18:30 REALMONT - 81120 9 pièces 4 chambres;345000.0;;81120;Autre;9.0;4.0;29/05/2026;future
https://encheres-immo.com/annonce/maison-avec-appartement-a-vendre-a-saint-vincent-de-tyrosse-saint-vincent-de-tyrosse-40230-3400;Maison avec appartement à vendre à Saint-Vincent-de-Tyrosse 350 000 € Débute le 29/05/2026 à 18:30 Saint-Vincent-de-Tyrosse - 40230 5 pièces 3 chambres;350000.0;;40230;Appartement;5.0;3.0;29/05/2026;future
https://encheres-immo.com/annonce/propriete-de-charme-au-coeur-de-varengeville-sur-mer-varengeville-sur-mer-76115-2166;Propriété de charme au cœur de Varengeville-sur-Mer 500 000 € Débute le 30/05/2026 à 10:00 Varengeville sur mer - 76115 5 pièces 4 chambres;500000.0;;76115;Autre;5.0;4.0;30/05/2026;future
https://encheres-immo.com/annonce/santranges-maison-ancienne-renovee-avec-3-chambres-dans-un-environnement-calme-avec-un-petit-etang-en-commun-santranges-18240-2513;SANTRANGES, Maison ancienne rénovée avec 3 chambres dans un environnement calme avec un petit étang en commun. 50 000 € Débute le 30/05/2026 à 19:00 SANTRANGES - 18240 5 pièces 3 chambres;50000.0;;18240;Maison;5.0;3.0;30/05/2026;future
https://encheres-immo.com/annonce/amboise-centre-appartement-t2-de-55m2-cave-et-place-de-parking-amboise-37400-1614;AMBOISE Centre - Appartement T2 de 55M2 - cave et place de parking 95 000 € Débute le 31/05/2026 à 19:00 Amboise - 37400 2 pièces 1 chambre;95000.0;;37400;Appartement;2.0;1.0;31/05/2026;future
https://encheres-immo.com/annonce/maison-lumineuse-avec-piscine-et-mezzanine-ideale-pour-une-famille-vaux-le-penil-77000-77000-3160;Maison lumineuse avec piscine et mezzanine Idéale pour une famille 389 000 € Débute le 31/05/2026 à 19:00 Vaux-le-Pénil (77000) - 77000 5 pièces 4 chambres;389000.0;;77000;Maison;5.0;4.0;31/05/2026;future
https://encheres-immo.com/annonce/maison-belin-beliet-6-piece-s-charme-de-l-ancien-et-confort-du-moderne-belin-beliet-33830-2523;Maison Belin Beliet 6 pièce(s) - Charme de l'ancien et confort du moderne 426 000 € Débute le 01/06/2026 à 17:00 BELIN BELIET - 33830 6 pièces 4 chambres;426000.0;;33830;Maison;6.0;4.0;01/06/2026;future
https://encheres-immo.com/annonce/maison-familiale-lumineuse-avec-jardin-et-belles-prestations-en-vente-interactive-ecquevilly-78920-3871;Maison familiale lumineuse avec jardin et belles prestations en vente interactive 310 000 € Débute le 01/06/2026 à 18:00 Ecquevilly - 78920 6 pièces 3 chambres;310000.0;;78920;Maison;6.0;3.0;01/06/2026;future
https://encheres-immo.com/annonce/maison-courbevoie-courbevoie-92400-4997;MAISON COURBEVOIE 410 000 € Débute le 01/06/2026 à 19:00 COURBEVOIE - 92400 5 pièces 3 chambres;410000.0;;92400;Maison;5.0;3.0;01/06/2026;future
https://encheres-immo.com/annonce/chateaugay-bien-rare-chateaugay-63119-2555;Châteaugay bien rare 260 000 € Débute le 02/06/2026 à 19:30 Châteaugay - 63119 9 pièces 5 chambres;260000.0;;63119;Autre;9.0;5.0;02/06/2026;future
https://encheres-immo.com/annonce/riom-bien-exceptionnel-riom-63200-164;Riom bien exceptionnel 320 000 € Débute le 04/06/2026 à 19:30 RIOM - 63200 6 pièces 4 chambres;320000.0;;63200;Autre;6.0;4.0;04/06/2026;future
https://encheres-immo.com/annonce/maison-en-bois-spacieuse-avec-terrain-et-vue-sur-les-collines-banon-04150-2895;Maison en bois, spacieuse avec terrain et vue sur les collines 415 000 € Débute le 04/06/2026 à 19:30 Banon - 04150 5 pièces 4 chambres;415000.0;;4150;Maison;5.0;4.0;04/06/2026;future
https://encheres-immo.com/annonce/maison-familiale-151-m2-6-pieces-sous-sol-total-bornel-60540-144;maison familiale 151 m2-6 pièces-sous-sol total 295 000 € Débute le 04/06/2026 à 19:30 Bornel - 60540 7 pièces 4 chambres;295000.0;;60540;Maison;6.0;4.0;04/06/2026;future
https://encheres-immo.com/annonce/appartement-studio-sur-la-commune-de-boulogne-sur-mer-boulogne-sur-mer-62200-3357;APPARTEMENT STUDIO SUR LA COMMUNE DE BOULOGNE-SUR-MER 40 000 € Débute le 05/06/2026 à 14:00 Boulogne-sur-Mer - 62200;40000.0;;62200;Appartement;;;05/06/2026;future
https://encheres-immo.com/annonce/vente-interactive-chambery-appartement-2-pieces-40-94-m2-terrasse-chambery-73000-3862;VENTE INTERACTIVE - CHAMBERY - Appartement 2 pièces - 40.94 m² + terrasse 125 000 € Débute le 06/06/2026 à 11:00 CHAMBÉRY - 73000 2 pièces 1 chambre;125000.0;94.0;73000;Appartement;2.0;1.0;06/06/2026;future
https://encheres-immo.com/annonce/ensemble-immobilier-a-fort-potentiel-locatif-%E2%80%93-saint-vallier-de-thiey-saint-vallier-de-thiey-06460-4445;Ensemble immobilier à fort potentiel locatif – Saint-Vallier-de-Thiey 590 000 € Débute le 06/06/2026 à 11:00 SAINT VALLIER DE THIEY - 06460 6 pièces 5 chambres;590000.0;;6460;Autre;6.0;5.0;06/06/2026;future
https://encheres-immo.com/annonce/villa-atypique-et-exceptionnelle-pessat-villeneuve-63200-2234;VILLA atypique et exceptionnelle 450 000 € Débute le 09/06/2026 à 19:30 PESSAT VILLENEUVE - 63200 9 pièces 4 chambres;450000.0;;63200;Villa;9.0;4.0;09/06/2026;future
https://encheres-immo.com/annonce/garage-96-m2-grasse-34-bd-victor-hugo-grasse-06130-1244;Garage 96 m² Grasse 34 Bd Victor Hugo 40 000 € Débute le 10/06/2026 à 19:00 Grasse - 06130;40000.0;96.0;6130;Autre;;;10/06/2026;future
https://encheres-immo.com/annonce/entrevaux-04320-f3-68-74-m2-veranda-et-cave-jardins-privatifs-et-stationnement-au-calme-beau-potentiel-apres-renovation-entrevaux-04320-1858;Entrevaux (04320), F3 - 68,74 m² + véranda et cave, jardins privatifs et stationnement, au calme, beau potentiel après rénovation 70 000 € Débute le 11/06/2026 à 18:00 ENTREVAUX - 04320 3 pièces 2 chambres;70000.0;74.0;4320;Appartement;3.0;2.0;11/06/2026;future
https://encheres-immo.com/annonce/grasse-est-%E2%80%93-appartement-bourgeois-de-99-m2-dans-une-residence-historique-avec-parc-arbore-et-vue-degagee-jusqu-a-la-mer-grasse-06130-4192;GRASSE EST – Appartement bourgeois de 99 m² dans une résidence historique avec parc arboré et vue dégagée jusqu'à la mer 270 000 € Débute le 11/06/2026 à 19:00 Grasse - 06130 4 pièces 3 chambres;270000.0;99.0;6130;Appartement;4.0;3.0;11/06/2026;future
https://encheres-immo.com/annonce/dernier-etage-chambery-le-vieux-chambery-73000-674;Dernier étage - Chambéry Le Vieux ! 190 000 € Débute le 11/06/2026 à 19:00 CHAMBERY - 73000 4 pièces 3 chambres;190000.0;;73000;Appartement;4.0;3.0;11/06/2026;future
https://encheres-immo.com/annonce/maison-de-ville-a-neuves-maisons-neuves-maisons-54230-2577;Maison de Ville à Neuves-Maisons 80 000 € Débute le 11/06/2026 à 19:30 Neuves-Maisons - 54230 4 pièces 2 chambres;80000.0;;54230;Maison;4.0;2.0;11/06/2026;future
https://encheres-immo.com/annonce/maison-5-pieces-135m2-saint-medard-d-eyrans-33650-3883;Maison 5 pieces- 135m2 410 000 € Débute le 12/06/2026 à 19:00 Saint medard d'eyrans - 33650 5 pièces 4 chambres;2410000.0;;33650;Maison;5.0;4.0;12/06/2026;future
